,URL,Nom,Genre,Tete,Coeur,Fond
1070,https://www.olfastory.com/parfum/butterfly,butterfly,0,"12, 115, 207","24, 7, 25","127, 23, 243"
1071,https://www.olfastory.com/parfum/chrome-intense,chrome-intense,1,"36, 90, 267, 33","91, 160, 43","3, 9, 104, 117"
1072,https://www.olfastory.com/parfum/lenvol,lenvol,1,"170, 28, 30","29, 173","117, 92, 23, 55, 15, 32, 14"
1073,https://www.olfastory.com/parfum/armani-code-cashmere,armani-code-cashmere,0,"38, 43","188, 127, 55","62, 63, 32"
1074,https://www.olfastory.com/parfum/dylan-blue,dylan-blue,1,"49, 19, 90","29, 32, 3, 173","9, 4, 62, 78"
1075,https://www.olfastory.com/parfum/valentino-uomo-intense,valentino-uomo-intense,1,"30, 16","55, 4","63, 2"
1076,https://www.olfastory.com/parfum/luna,luna,0,"36, 38","79, 225, 43","53, 257, 158, 9"
1077,https://www.olfastory.com/parfum/miyabi-man,miyabi-man,1,"36, 90","51, 75, 27, 29","9, 53, 4, 2"
1078,https://www.olfastory.com/parfum/lady-emblem-elixir,lady-emblem-elixir,0,"16, 173","55, 38","32, 53, 2"
1079,https://www.olfastory.com/parfum/jadore-lor-edition-prestige,jadore-lor-edition-prestige,0,"168, 60","43, 7","205, 2, 32, 4, 3"
1080,https://www.olfastory.com/parfum/aqua-celestia,aqua-celestia,2,36,"110, 12, 159",9
1081,https://www.olfastory.com/parfum/la-nuit-tresor-noel-2016,la-nuit-tresor-noel-2016,0,"16, 19","7, 256, 115","32, 2, 162, 128, 79, 158, 257"
1082,https://www.olfastory.com/parfum/flowerbomb-swarovski-edition-noel-2016,flowerbomb-swarovski-edition-noel-2016,0,"19, 6","7, 43, 118","32, 2, 9, 79"
1083,https://www.olfastory.com/parfum/la-vie-est-belle-noel-2016,la-vie-est-belle-noel-2016,0,124,"12, 38, 43","61, 4, 55, 32, 130, 2"
1084,https://www.olfastory.com/parfum/bacchantes-flacon-cristal,bacchantes-flacon-cristal,0,"55, 7, 43, 75","207, 66","9, 53, 2"
1085,https://www.olfastory.com/parfum/clementine-california,clementine-california,2,"16, 107","17, 173, 148","53, 89, 14"
1086,https://www.olfastory.com/parfum/un-dimanche-la-campagne,un-dimanche-la-campagne,2,19,60,9
1087,https://www.olfastory.com/parfum/jadore-touche-de-parfum,jadore-touche-de-parfum,0,43,7,53
1088,https://www.olfastory.com/parfum/lair-du-temps-eau-sublime,lair-du-temps-eau-sublime,0,183,"199, 44",9
1089,https://www.olfastory.com/parfum/niki,niki,2,107,107,107
1090,https://www.olfastory.com/parfum/millie,millie,2,"90, 16, 12","56, 8","2, 9"
1091,https://www.olfastory.com/parfum/lily-2,lily-2,2,"207, 56, 67","7, 24, 25","2, 9"
1092,https://www.olfastory.com/parfum/ikks-young-man-brasil,ikks-young-man-brasil,2,"19, 136, 176","49, 30, 27","2, 23, 53"
1093,https://www.olfastory.com/parfum/ikks-total-rock,ikks-total-rock,2,"16, 173, 27","23, 114","14, 9, 4"
1094,https://www.olfastory.com/parfum/ikks-little-woman-brasil,ikks-little-woman-brasil,2,"19, 256, 110","25, 31","14, 3, 49"
1095,https://www.olfastory.com/parfum/jadore-lor,jadore-lor,0,"168, 60","43, 7","205, 2, 32, 4, 3"
1096,https://www.olfastory.com/parfum/holly,holly,2,"16, 69, 67","7, 24, 38","188, 2, 9"
1097,https://www.olfastory.com/parfum/so-cute,so-cute,2,"19, 75, 20","118, 38","23, 53, 9"
1098,https://www.olfastory.com/parfum/so-sweety,so-sweety,2,"69, 127, 36","118, 86","23, 9"
1099,https://www.olfastory.com/parfum/mimi,mimi,2,"36, 16, 12","6, 126, 67, 24","23, 9, 2"
1100,https://www.olfastory.com/parfum/so-pretty-0,so-pretty-0,2,"16, 19, 56","7, 43","117, 3, 160"
1101,https://www.olfastory.com/parfum/ella,ella,2,66,"43, 72","2, 9"
1102,https://www.olfastory.com/parfum/lambre-des-merveilles-calligraphie,lambre-des-merveilles-calligraphie,0,3,2,"32, 205"
1103,https://www.olfastory.com/parfum/la-panthere-noir-absolu,la-panthere-noir-absolu,0,42,9,76
1104,https://www.olfastory.com/parfum/viva-la-juicy-sucre,viva-la-juicy-sucre,2,"42, 147, 16","38, 43, 67, 127","2, 53, 129"
1105,https://www.olfastory.com/parfum/leau-bleue-0,leau-bleue-0,0,116,60,117
1106,https://www.olfastory.com/parfum/signorina-fiore,signorina-fiore,0,66,"8, 43","9, 53"
1107,https://www.olfastory.com/parfum/horizon-extreme,horizon-extreme,1,"90, 33, 166","164, 23, 51, 63","3, 53"
1108,https://www.olfastory.com/parfum/nuit-noor,nuit-noor,0,7,"25, 15, 62, 173","32, 117"
1109,https://www.olfastory.com/parfum/pure-aphrodisiaque,pure-aphrodisiaque,0,"16, 66, 177","43, 44","9, 117, 3"
1110,https://www.olfastory.com/parfum/love-story-eau-sensuelle,love-story-eau-sensuelle,0,38,188,53
1111,https://www.olfastory.com/parfum/jimmy-choo-l-eau,jimmy-choo-l-eau,0,19,67,23
1112,https://www.olfastory.com/parfum/la-nuit-de-l-homme-eau-electrique,la-nuit-de-l-homme-eau-electrique,1,"16, 124, 36, 69","28, 35, 30, 38","2, 4, 23, 32, 14"
1113,https://www.olfastory.com/parfum/black-opium-floral-shock,black-opium-floral-shock,0,"36, 16, 66, 118","42, 38","9, 117, 128"
1114,https://www.olfastory.com/parfum/leau-dissey-pour-homme-noir-ambre,leau-dissey-pour-homme-noir-ambre,1,"3, 78",2,"117, 63"
1115,https://www.olfastory.com/parfum/bonbon-holiday,bonbon-holiday,0,"16, 83, 36","38, 67, 43","32, 2, 53, 188, 79, 161, 153"
1116,https://www.olfastory.com/parfum/bonbon-pink-bow,bonbon-pink-bow,0,"16, 83, 36","38, 67, 43","32, 2, 53, 188, 79, 161, 153"
1117,https://www.olfastory.com/parfum/paradiso-assoluto,paradiso-assoluto,0,107,107,107
1118,https://www.olfastory.com/parfum/kimitsu-him,kimitsu-him,1,36,"13, 104","3, 23, 14, 9"
1119,https://www.olfastory.com/parfum/kimitsu-her,kimitsu-her,0,"19, 66, 7","211, 173, 38","2, 9, 32, 3"
1120,https://www.olfastory.com/parfum/fiesta-carioca,fiesta-carioca,0,"256, 56","43, 38","31, 23, 9"
1121,https://www.olfastory.com/parfum/eclat-de-fleurs,eclat-de-fleurs,0,66,"118, 7, 43",9
1122,https://www.olfastory.com/parfum/poison-girl-eau-de-toilette,poison-girl-eau-de-toilette,0,124,7,13
1123,https://www.olfastory.com/parfum/lair-du-temps-laube,lair-du-temps-laube,0,7,"55, 116",3
1124,https://www.olfastory.com/parfum/lair-du-temps-le-crepuscule,lair-du-temps-le-crepuscule,0,199,25,2
1125,https://www.olfastory.com/parfum/si-rose-signature,si-rose-signature,0,"19, 16, 12","7, 118","45, 84, 2, 32, 55"
1126,https://www.olfastory.com/parfum/nina-pop,nina-pop,0,36,"24, 130, 2","23, 9, 69"
